Date,Open,High,Low,Close,Adj Close,Volume
1995-10-20,25.053900,25.101101,24.439301,24.675699,4.621156,4014700141
1995-10-23,24.581200,24.675699,24.013901,24.108400,4.514915,911621263
1995-10-24,null,null,null,null,null,null
1995-10-25,null,null,null,null,null,null
1995-10-26,23.730301,23.919399,22.643000,22.973900,4.302450,5631001709
1995-10-27,22.879400,23.304800,22.312099,23.304800,4.364419,8597816002
1995-10-30,23.399401,23.588499,22.690300,22.784800,4.267036,6878672505
1995-10-31,22.595800,23.068501,22.312099,22.973900,4.302450,6353059837
1995-11-01,22.926701,24.486601,22.879400,24.392099,4.568044,9266844505
1995-11-02,24.533899,25.243000,24.202999,24.297501,4.550328,11571779166
1995-11-03,24.108400,24.723000,23.824800,24.723000,4.630014,10350268714
1995-11-06,24.959299,25.148399,24.392099,24.486601,4.585742,10209646320
1995-11-07,null,null,null,null,null,null
1995-11-08,24.392099,24.392099,23.446600,23.588499,4.417550,3835363844
1995-11-09,23.446600,23.541201,22.926701,23.021200,4.311308,4784230365
1995-11-10,22.737600,22.973900,22.737600,22.926701,4.293611,991419158
1995-11-13,22.926701,23.427700,22.690300,22.690300,4.249339,3399052269
1995-11-14,22.501200,22.784800,21.839399,22.330999,4.182051,3745166882
1995-11-15,22.028500,23.163000,21.886700,22.713900,4.253758,3854726322
1995-11-16,null,null,null,null,null,null
1995-11-17,null,null,null,null,null,null
1995-11-20,null,null,null,null,null,null
1995-11-21,22.260099,22.264900,21.272200,21.414000,4.010319,3689827702
1995-11-22,20.893999,21.272200,20.667101,21.168200,3.964286,2774464402
1995-11-23,20.421301,20.884501,20.421301,20.657600,3.868664,2946033221
1995-11-24,20.893999,21.508499,20.704901,21.437599,4.014738,3089372614
1995-11-27,21.366699,21.508499,20.704901,20.752199,3.886379,2987816451
1995-11-28,20.043100,20.326700,19.664900,19.759501,3.700472,4029296582
1995-11-29,19.286800,19.471100,18.341299,18.974800,3.553517,4863994593
1995-11-30,19.097700,20.421301,18.719500,20.232201,3.788997,5075889419
1995-12-01,21.366699,23.021200,21.281601,21.768499,4.076707,10301125757
1995-12-04,21.934000,22.595800,21.508499,21.716499,4.066969,6050371633
1995-12-05,21.366699,21.366699,19.664900,19.712200,3.691613,8199030774
1995-12-06,19.655500,20.421301,19.523100,20.274700,3.796956,6778896211
1995-12-07,20.515800,20.917601,20.326700,20.785299,3.892579,5098726002
1995-12-08,20.799400,21.035801,19.854000,19.882401,3.723488,5567208558
1995-12-11,19.097700,19.523100,18.813999,19.381300,3.629644,6141195050
1995-12-12,19.003099,19.381300,18.813999,19.073999,3.572094,5620094883
1995-12-13,18.908600,19.972200,18.908600,19.901300,3.727028,6161079546
1995-12-14,20.137600,20.232201,19.381300,19.404900,3.634063,5871604897
1995-12-15,19.097700,19.286800,18.719500,19.286800,3.611948,7215293472
1995-12-18,19.003099,19.357700,18.908600,19.121300,3.580952,4012570949
1995-12-19,19.097700,19.097700,18.719500,18.837700,3.527841,4687868690
1995-12-20,19.026800,19.215900,18.908600,19.026800,3.563255,3050551796
1995-12-21,19.381300,20.137600,19.334000,20.114000,3.766861,6412754024
1995-12-22,20.090401,20.492201,19.546700,19.570400,3.665058,7011691336
1995-12-25,null,null,null,null,null,null
1995-12-26,null,null,null,null,null,null
1995-12-27,null,null,null,null,null,null
1995-12-28,null,null,null,null,null,null
1995-12-29,null,null,null,null,null,null
1996-01-01,19.452200,19.546700,19.310400,19.523100,3.656200,1732487565
1996-01-02,19.499500,19.594000,19.286800,19.404900,3.634063,1799285013
1996-01-03,19.475800,19.830400,19.286800,19.381300,3.629644,2808543955
1996-01-04,19.286800,19.334000,19.003099,19.310400,3.616366,3046049343
1996-01-05,19.192200,19.215900,19.003099,19.144899,3.585372,2572424054
1996-01-08,19.144899,19.168600,18.246799,18.270399,3.421600,3742893132
1996-01-09,18.105000,18.246799,17.348600,17.821301,3.337493,6719832849
1996-01-10,17.774099,17.915899,17.325001,17.443199,3.266685,4100855594
1996-01-11,17.254101,18.057699,17.159500,18.034100,3.377346,4694195309
1996-01-12,18.010401,18.175900,17.443199,17.490400,3.275525,5818500702
1996-01-15,17.679501,17.844999,17.561300,17.655899,3.306518,2468747446
1996-01-16,17.679501,17.774099,17.490400,17.655899,3.306518,2106827384
1996-01-17,17.584999,17.584999,16.639500,16.757700,3.138308,3732039986
1996-01-18,16.474100,16.734100,16.190500,16.332300,3.058641,3403375597
1996-01-19,16.261400,16.355900,15.906800,16.072300,3.009949,2659120002
1996-01-22,16.025000,16.568600,16.025000,16.355900,3.063060,2876285155
1996-01-23,16.403200,16.545000,15.694100,15.788700,2.956838,2976196139
1996-01-24,15.741400,15.741400,14.914100,15.292300,2.863874,4173443143
1996-01-25,15.268700,15.292300,14.512300,14.654200,2.744373,3429936150
1996-01-26,null,null,null,null,null,null
1996-01-29,14.417800,15.552300,14.181400,15.528700,2.908145,3566848197
1996-01-30,15.954100,17.017700,15.906800,16.261400,3.045362,6188848947
1996-01-31,16.639500,17.490400,16.355900,16.545000,3.098474,7808552939
1996-02-01,16.403200,17.490400,16.403200,17.348600,3.248969,7264760821
1996-02-02,17.490400,19.428600,17.490400,19.310400,3.616366,10020455365
1996-02-05,19.475800,21.366699,19.475800,20.752199,3.886379,10797619425
1996-02-06,21.366699,21.555799,18.719500,19.097700,3.576532,10942225586
1996-02-07,18.719500,19.381300,18.152201,19.286800,3.611948,10949087032
1996-02-08,19.381300,21.343100,19.381300,21.248501,3.979325,9152077038
1996-02-09,21.744900,22.501200,21.201300,22.122999,4.143097,10225732265
1996-02-12,22.122999,22.406700,19.948500,21.012199,3.935071,7732692410
1996-02-13,20.704901,22.122999,20.610300,22.075800,4.134259,8551546662
1996-02-14,22.359400,23.068501,22.099400,22.241199,4.165233,8714234434
1996-02-15,21.650299,22.359400,21.555799,21.744900,4.072289,7178735204
1996-02-16,21.555799,21.744900,21.295799,21.721201,4.067850,6050075978
1996-02-19,21.744900,22.099400,21.603100,21.674000,4.059010,5236576565
1996-02-20,21.603100,21.697599,20.799400,20.988501,3.930633,5359568995
1996-02-21,null,null,null,null,null,null
1996-02-22,20.988501,21.744900,20.941200,21.532200,4.032455,7225874245
1996-02-23,21.555799,21.697599,21.083099,21.461201,4.019159,6730400009
1996-02-26,21.650299,22.122999,21.484900,21.532200,4.032455,4794900515
1996-02-27,21.650299,21.744900,21.177601,21.579399,4.041295,4728426465
1996-02-28,21.650299,21.863100,21.272200,21.295799,3.988182,5162317023
1996-02-29,21.035801,21.201300,19.948500,20.114000,3.766861,8230561453
1996-03-01,20.137600,20.492201,19.854000,20.350401,3.811133,7872120108
1996-03-04,20.326700,20.374001,19.948500,20.208500,3.784558,5531594855
1996-03-05,null,null,null,null,null,null
1996-03-06,20.303101,20.799400,20.137600,20.775801,3.890800,7449777343
1996-03-07,20.893999,21.272200,20.610300,20.681299,3.873102,10696542567
1996-03-08,20.515800,20.634001,20.232201,20.586700,3.855385,9069891868
1996-03-11,20.610300,20.610300,20.232201,20.492201,3.837689,6150808178
1996-03-12,20.657600,20.893999,20.539400,20.610300,3.859806,7228819870
1996-03-13,21.177601,21.555799,21.035801,21.461201,4.019159,8884970932
1996-03-14,21.461201,21.744900,21.390301,21.674000,4.059010,7284856861
1996-03-15,21.508499,21.603100,20.799400,20.893999,3.912936,8205178798
1996-03-18,20.799400,20.799400,20.043100,20.161301,3.775718,7402123457
1996-03-19,19.948500,20.326700,19.097700,19.144899,3.585372,9775722772
1996-03-20,null,null,null,null,null,null
1996-03-21,19.286800,20.114000,19.286800,19.830400,3.713748,10229276296
1996-03-22,19.664900,19.664900,18.766800,19.003099,3.558816,9130057893
1996-03-25,19.097700,19.594000,19.097700,19.192200,3.594230,7404181253
1996-03-26,19.192200,19.286800,18.648600,19.263100,3.607508,9150594368
1996-03-27,19.286800,19.759501,19.286800,19.475800,3.647341,6600085770
1996-03-28,null,null,null,null,null,null
1996-03-29,19.854000,19.854000,19.404900,19.664900,3.682755,4441768929
1996-04-01,null,null,null,null,null,null
1996-04-02,19.759501,20.137600,19.712200,19.972200,3.740305,7287450254
1996-04-03,20.137600,20.397600,19.806700,19.830400,3.713748,7721705991
1996-04-04,19.806700,19.806700,19.452200,19.688601,3.687193,6520869675
1996-04-05,19.617599,19.806700,19.570400,19.783100,3.704891,3294842865
1996-04-08,19.712200,20.326700,19.712200,20.303101,3.802275,6052244433
1996-04-09,20.515800,20.657600,20.043100,20.208500,3.784558,7207071142
1996-04-10,20.043100,20.350401,19.901300,19.948500,3.735866,5869226347
1996-04-11,19.830400,19.901300,19.712200,19.806700,3.709311,4062057866
1996-04-12,19.664900,20.610300,19.617599,20.563101,3.850966,7641751532
1996-04-15,20.799400,21.319401,20.799400,20.870300,3.908499,9098089245
1996-04-16,20.893999,21.177601,20.870300,21.083099,3.948349,7950050988
1996-04-17,21.272200,22.217600,21.272200,22.122999,4.143097,13618801832
1996-04-18,22.690300,23.210300,22.359400,23.068501,4.320166,14538315142
1996-04-19,null,null,null,null,null,null
1996-04-22,23.446600,23.541201,22.359400,22.359400,4.187370,13609365767
1996-04-23,22.122999,22.832100,22.028500,22.761200,4.262616,12982468801
1996-04-24,23.044800,24.392099,23.044800,24.344801,4.559186,15884729072
1996-04-25,24.486601,24.864799,22.690300,23.375700,4.377698,14505780179
1996-04-26,22.690300,23.281200,22.217600,23.068501,4.320166,11210005461
1996-04-29,null,null,null,null,null,null
1996-04-30,24.108400,24.675699,24.013901,24.628401,4.612298,10061579888
1996-05-01,null,null,null,null,null,null
1996-05-02,25.053900,25.243000,24.462999,25.124800,4.705262,13966707484
1996-05-03,25.101101,25.101101,24.392099,24.486601,4.585742,11129935077
1996-05-06,24.013901,24.061199,23.092100,23.281200,4.359999,11946979970
1996-05-07,null,null,null,null,null,null
1996-05-08,23.163000,24.013901,22.690300,23.753901,4.448525,16930419885
1996-05-09,23.541201,23.706600,22.855700,22.997601,4.306888,15463846756
1996-05-10,22.028500,23.068501,22.028500,22.973900,4.302450,15730568116
1996-05-13,23.068501,23.470301,22.926701,23.446600,4.390975,12873041238
1996-05-14,23.281200,24.108400,23.115700,24.108400,4.514915,16023311091
1996-05-15,24.108400,24.155701,23.068501,24.013901,4.497217,18189329229
1996-05-16,24.202999,24.628401,23.919399,23.943001,4.483940,14420617260
1996-05-17,23.730301,23.895700,23.446600,23.872101,4.470661,12629999073
1996-05-20,23.541201,23.612101,22.926701,22.973900,4.302450,12304051831
1996-05-21,22.690300,23.021200,22.501200,22.903000,4.289172,12349356922
1996-05-22,22.879400,23.186600,22.832100,22.879400,4.284752,9752752185
1996-05-23,22.666700,22.879400,22.619400,22.832100,4.275894,8090131829
1996-05-24,22.973900,23.044800,22.832100,22.973900,5.836109,5791059775
1996-05-27,22.832100,22.926701,22.241199,22.264900,5.656001,8458553964
1996-05-28,21.863100,21.910299,21.319401,21.579399,5.481861,13301356677
1996-05-29,21.555799,23.163000,21.555799,23.044800,5.854119,10717606379
1996-05-30,23.068501,23.352100,22.312099,22.406700,5.692023,16157874225
1996-05-31,23.068501,23.092100,22.359400,22.595800,5.740059,10725259074
1996-06-03,22.973900,23.352100,22.855700,23.328501,5.926190,10441734856
1996-06-04,23.541201,23.895700,22.879400,23.139400,5.878151,19942480428
1996-06-05,23.021200,23.021200,22.595800,22.950300,5.830116,13070840443
1996-06-06,23.257601,23.470301,23.068501,23.068501,5.860140,9062456038
1996-06-07,22.926701,23.304800,22.808500,23.115700,5.872132,8451661856
1996-06-10,23.068501,23.115700,22.737600,22.855700,5.806081,5672647614
1996-06-11,22.595800,23.044800,22.595800,22.950300,5.830116,5752709537
1996-06-12,22.973900,23.304800,22.926701,22.997601,5.842129,6162133427
1996-06-13,22.903000,23.139400,22.879400,23.021200,5.848125,3420934185
1996-06-14,23.021200,23.163000,22.973900,23.068501,5.860140,3834298317
1996-06-17,23.021200,23.210300,22.713900,22.737600,5.776081,5553676237
1996-06-18,22.548500,22.761200,22.264900,22.406700,5.692023,7139237180
1996-06-19,22.217600,22.264900,21.366699,21.366699,5.427829,7066643242
1996-06-20,21.366699,21.744900,21.177601,21.650299,5.499872,6250878719
1996-06-21,21.414000,21.579399,20.610300,20.704901,5.259710,6186489299
1996-06-24,21.272200,21.272200,20.515800,20.988501,5.331753,9292592201
1996-06-25,20.988501,20.988501,20.255800,20.492201,5.205678,8936067975
1996-06-26,20.326700,20.444901,19.901300,19.924900,5.061565,8235234072
1996-06-27,19.759501,20.681299,19.594000,20.657600,5.247694,14401619832
1996-06-28,20.846701,20.846701,19.854000,20.043100,5.091593,17110272085
1996-07-01,19.877600,20.066700,19.499500,19.546700,4.965490,14554366795
1996-07-02,19.759501,19.830400,19.215900,19.334000,4.911458,15195557990
1996-07-03,18.790400,18.908600,17.703199,17.797701,4.521189,14566287626
1996-07-04,17.679501,18.459499,17.325001,17.821301,4.527183,13756483254
1996-07-05,18.152201,18.175900,17.348600,17.584999,4.467155,11562199251
1996-07-08,17.915899,18.057699,17.608601,17.844999,4.533205,10978082332
1996-07-09,17.490400,17.679501,16.474100,16.521400,4.196968,11357733073
1996-07-10,16.261400,16.994101,16.214100,16.875900,4.287022,11558939356
1996-07-11,17.065001,17.254101,16.639500,16.781401,4.263015,10130586979
1996-07-12,16.450500,16.592300,15.930500,16.119600,4.094897,11921769322
1996-07-15,16.072300,18.719500,15.646800,18.554100,4.713338,25655019189
1996-07-16,19.381300,19.854000,18.388599,19.263100,4.893447,27680421935
1996-07-17,19.664900,21.461201,19.428600,20.846701,5.295732,31812122106
1996-07-18,21.248501,22.170300,21.201300,22.122999,5.619952,37435447512
1996-07-19,22.690300,23.352100,22.406700,22.406700,5.692023,30178778911
1996-07-22,23.021200,23.021200,21.910299,22.217600,5.643984,17893024528
1996-07-23,23.824800,23.943001,21.555799,21.650299,5.499872,26183094527
1996-07-24,21.319401,22.004900,19.664900,20.043100,5.091593,25547130345
1996-07-25,20.421301,20.704901,19.428600,19.688601,5.001536,22940448967
1996-07-26,19.570400,20.610300,19.428600,20.492201,5.205678,15690543242
1996-07-29,20.232201,20.610300,19.546700,19.617599,4.983501,11078475236
1996-07-30,19.570400,19.594000,18.625000,19.097700,4.851429,11572155577
1996-07-31,19.475800,20.279400,18.813999,20.184900,5.127614,11849575646
1996-08-01,20.657600,20.964899,19.901300,20.374001,5.175650,17359850563
1996-08-02,20.303101,20.303101,19.192200,19.924900,5.061565,16418025416
1996-08-05,19.475800,19.499500,19.003099,19.050400,4.839414,5554182853
1996-08-06,19.003099,19.523100,18.932199,19.334000,4.911458,6812073845
1996-08-07,19.428600,20.137600,19.428600,20.090401,5.103608,8912980246
1996-08-08,20.137600,20.208500,19.617599,19.641300,4.989522,6689115251
1996-08-09,19.475800,20.019501,19.428600,19.901300,5.055569,7095612216
1996-08-12,19.712200,19.806700,19.499500,19.523100,4.959495,4491913113
1996-08-13,19.475800,19.783100,19.452200,19.617599,4.983501,3540287337
1996-08-14,19.664900,19.877600,19.475800,19.499500,4.953501,3641107697
1996-08-15,null,null,null,null,null,null
1996-08-16,19.617599,19.712200,19.404900,19.617599,4.983501,4086290471
1996-08-19,19.050400,19.381300,18.317699,18.435900,4.683311,8426440048
1996-08-20,18.435900,19.026800,18.317699,19.003099,4.827398,13287216981
1996-08-21,19.144899,20.421301,19.144899,20.397600,5.181645,16621769974
1996-08-22,20.515800,20.610300,19.901300,20.066700,5.097588,15282402421
1996-08-23,19.948500,20.492201,19.901300,20.232201,5.139629,10209263087
1996-08-26,19.948500,20.137600,19.688601,19.806700,5.031538,8091754880
1996-08-27,19.806700,19.877600,19.594000,19.759501,5.019548,7219056007
1996-08-28,null,null,null,null,null,null
1996-08-29,20.043100,20.279400,19.924900,19.948500,5.067561,6113683627
1996-08-30,19.995800,20.043100,19.854000,19.948500,5.067561,4670295188
1996-09-02,20.090401,20.279400,20.019501,20.279400,5.151620,3451295288
1996-09-03,20.326700,20.397600,19.523100,19.594000,4.977505,8394877691
1996-09-04,19.475800,19.712200,19.381300,19.712200,5.007533,3709108049
1996-09-05,null,null,null,null,null,null
1996-09-06,19.854000,19.972200,19.546700,19.617599,4.983501,4899191458
1996-09-09,19.664900,19.712200,19.546700,19.712200,5.007533,3088637773
1996-09-10,19.523100,19.594000,19.357700,19.570400,4.971510,3923286230
1996-09-11,19.594000,19.617599,19.073999,19.121300,4.857424,3358349512
1996-09-12,19.003099,19.215900,18.766800,19.215900,4.881457,6840891893
1996-09-13,19.144899,19.168600,18.766800,18.837700,4.785382,4184289488
1996-09-16,null,null,null,null,null,null
1996-09-17,null,null,null,null,null,null
1996-09-18,18.435900,19.664900,18.435900,19.499500,4.953501,4123373898
1996-09-19,19.239500,19.617599,18.577700,18.695900,4.749360,3989958486
1996-09-20,18.577700,19.003099,18.435900,18.554100,4.713338,2819434894
1996-09-23,18.435900,18.625000,18.199499,18.435900,4.683311,3347067978
1996-09-24,18.483101,18.625000,18.412201,18.625000,4.731349,2306766676
1996-09-25,18.625000,18.979500,18.530399,18.625000,4.731349,3825975429
1996-09-26,18.601299,18.601299,18.199499,18.317699,4.653284,2480854848
1996-09-27,18.246799,18.246799,17.514099,17.584999,4.467155,4394394355
1996-09-30,17.514099,18.034100,17.490400,18.010401,4.575221,3707859864
1996-10-01,18.246799,18.246799,17.963200,18.034100,4.581241,3154893563
1996-10-02,null,null,null,null,null,null
1996-10-03,18.057699,18.365000,17.797701,17.868601,4.539198,3410339662
1996-10-04,17.868601,17.963200,17.561300,17.892300,4.545219,2865241513
1996-10-07,18.057699,18.057699,17.088600,17.632200,4.479146,4914633505
1996-10-08,17.395901,17.915899,17.112301,17.844999,4.533205,4361963778
1996-10-09,17.963200,18.057699,17.632200,17.915899,4.551215,3527438451
1996-10-10,17.868601,18.530399,17.868601,18.506800,4.701324,3784313362
1996-10-11,18.577700,18.695900,18.199499,18.246799,4.635273,5828533290
1996-10-14,18.388599,18.388599,17.797701,17.915899,4.551215,4735385157
1996-10-15,17.821301,18.081301,17.584999,17.868601,4.539198,4205722413
1996-10-16,18.081301,18.223200,17.750401,17.844999,4.533205,4041852299
1996-10-17,17.679501,18.435900,17.514099,18.412201,4.677291,6655923793
1996-10-18,18.435900,18.625000,18.105000,18.601299,4.725328,10429796964
1996-10-21,null,null,null,null,null,null
1996-10-22,19.003099,19.594000,18.955900,19.546700,4.965490,13421533899
1996-10-23,19.972200,20.326700,19.712200,20.303101,5.157641,11056722784
1996-10-24,20.326700,20.775801,19.641300,19.759501,5.019548,15528626432
1996-10-25,19.854000,20.255800,19.854000,19.924900,5.061565,8246500946
1996-10-28,20.397600,20.468500,19.972200,20.043100,5.091593,7221423493
1996-10-29,19.901300,20.019501,19.664900,19.854000,5.043554,8284100551
1996-10-30,19.948500,19.948500,19.286800,19.428600,4.935489,6073060019
1996-10-31,19.286800,19.286800,18.837700,19.144899,4.863420,5345320343
1996-11-01,19.192200,19.239500,18.341299,18.388599,4.671295,6403193529
1996-11-04,18.246799,18.294100,17.655899,17.844999,4.533205,8093071880
1996-11-05,17.774099,18.034100,17.466801,17.490400,4.443123,5940536932
1996-11-06,17.301300,17.584999,16.686800,17.490400,4.443123,10016041380
1996-11-07,17.632200,17.679501,17.348600,17.537701,4.455142,5328823040
1996-11-08,null,null,null,null,null,null
1996-11-11,null,null,null,null,null,null
1996-11-12,null,null,null,null,null,null
1996-11-13,17.395901,17.726801,17.325001,17.537701,4.455142,3340908140
1996-11-14,17.537701,17.632200,17.301300,17.443199,4.431133,2874480546
1996-11-15,17.301300,17.939501,17.277700,17.750401,4.509172,3793015305
1996-11-18,17.821301,18.199499,17.821301,18.175900,4.617262,5146258928
1996-11-19,18.246799,18.246799,17.797701,18.010401,4.575221,4515489234
1996-11-20,17.868601,17.868601,17.254101,17.254101,4.383097,3585673544
1996-11-21,17.230400,17.466801,16.828600,16.875900,4.287022,3904214307
1996-11-22,16.852301,17.088600,16.710501,16.994101,4.317048,5160948851
1996-11-25,16.497700,18.128599,16.379601,17.915899,4.551215,7664346902
1996-11-26,17.963200,18.246799,17.395901,17.419500,4.425113,9431426412
1996-11-27,17.301300,17.325001,16.781401,17.135900,4.353069,6288922937
1996-11-28,17.183201,17.395901,16.970400,17.088600,4.341053,3072825831
1996-11-29,17.206800,17.301300,16.970400,17.088600,4.341053,3109274974
1996-12-02,16.923201,17.277700,16.923201,17.065001,4.335059,2321150050
1996-12-03,17.017700,17.490400,16.899500,17.065001,4.335059,6567946871
1996-12-04,16.970400,17.135900,16.710501,16.852301,4.281026,4567566826
1996-12-05,16.923201,17.443199,16.757700,17.348600,4.407102,4142164858
1996-12-06,17.348600,17.490400,17.183201,17.395901,4.419118,3544131242
1996-12-09,17.395901,17.466801,17.206800,17.206800,4.371081,2339073161
1996-12-10,17.135900,17.206800,16.923201,17.112301,4.347074,2507154304
1996-12-11,17.206800,18.435900,17.183201,18.412201,4.677291,8206114511
1996-12-12,18.246799,18.435900,17.679501,17.726801,4.503178,6538141589
1996-12-13,17.608601,17.915899,17.514099,17.750401,4.509172,4007381305
1996-12-16,18.246799,18.554100,18.105000,18.388599,4.671295,5554960035
1996-12-17,18.530399,18.625000,18.152201,18.365000,4.665299,5792304617
1996-12-18,18.483101,18.790400,18.317699,18.365000,4.665299,6753311024
1996-12-19,18.246799,18.672199,18.199499,18.672199,4.743338,3858286462
1996-12-20,18.719500,19.404900,18.672199,19.381300,4.923473,10289438884
1996-12-23,19.428600,19.428600,18.932199,19.073999,4.845410,7515339184
1996-12-24,18.955900,19.239500,18.837700,19.215900,4.881457,5185483002
1996-12-25,null,null,null,null,null,null
1996-12-26,null,null,null,null,null,null
1996-12-27,null,null,null,null,null,null
1996-12-30,null,null,null,null,null,null
1996-12-31,null,null,null,null,null,null
1997-01-01,22.406700,23.635700,20.799400,23.612101,5.998232,28555209479
1997-01-02,20.704901,20.799400,20.090401,20.161301,5.121619,7839797958
1997-01-03,20.066700,20.515800,20.019501,20.468500,5.199657,7912900364
1997-01-06,20.657600,20.752199,20.326700,20.421301,5.187666,7513724679
1997-01-07,20.326700,20.799400,20.255800,20.704901,5.259710,9013211381
1997-01-08,20.752199,21.177601,20.610300,20.634001,5.241699,13314089668
1997-01-09,20.681299,21.059401,20.492201,20.988501,5.331753,7928135499
1997-01-10,21.083099,21.272200,20.846701,20.893999,5.307748,9759371624
1997-01-13,20.917601,21.177601,20.681299,21.130301,5.367776,7626787459
1997-01-14,21.177601,22.595800,20.988501,22.477600,5.710034,14983563516
1997-01-15,22.170300,24.439301,22.075800,24.061199,6.112319,23705425048
1997-01-16,24.581200,25.810200,22.217600,22.217600,5.643984,23595384313
